Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
laser_geometry,ros-perception,Provides the LaserProjection class for turning laser scan data into point clouds.,https://github.com/ros-perception/laser_geometry,225,162,118,6,,BSD-3-Clause,False,True,False,False,False,False,,37,199,2009-09-01T08:18:14Z,9,1309,0,code,Organization,225,15,162,C++;Python;CMake,0,69,85,6,23,118.25,323.45,1.24,0.27,0.73,1.01,0.0,0.16,0.0,161,ros-perception/laser_geometry,humble|jazzy|kilted,
laser_proc,ros-perception,Converts representations of sensor_msgs/LaserScan and sensor_msgs/MultiEchoLaserScan,https://github.com/ros-perception/laser_proc,43,8,18,0,,,True,False,False,False,False,False,,5,24,2013-03-03T23:54:05Z,1,4,0,docs,Organization,43,12,8,C++;CMake,0,9,9,0,5,46.4,49.73,0.15,0.03,0.12,0.05,0.1,0.0,0.0,156,ros-perception/laser_proc,humble|jazzy|kilted,
laser_segmentation,ajtudela,"Implementation of differents algorithms for segmentation of laserscans, splitting them into subsets of beams, with a ROS2 interface. ",https://github.com/ajtudela/laser_segmentation,154,39,5,1,laser;ros;ros2;segmentation,Apache-2.0,True,False,False,False,False,True,good first issue,2,62,2022-11-15T11:29:59Z,12,1478,0,code,User,154,3,39,C++;CMake;Python,0,2,2,1,0,0.02,,1.55,0.05,0.12,0.97,5.68,0.0,0.0,40,ajtudela/laser_segmentation,humble|jazzy|kilted,
launch_frontend_py,ros-tooling,Python frontend for ROS 2 launchfiles - a la YAML/XML,https://github.com/ros-tooling/launch_frontend_py,35,14,0,3,,Apache-2.0,True,True,False,False,False,True,good first issue,1,15,2025-05-13T17:25:30Z,1,201,0,other,Organization,35,2,14,Python;CMake,0,12,12,3,3,1.05,51.38,1.5,0.1,0.0,1.4,5.07,0.89,0.0,10,ros-tooling/launch_frontend_py,humble|jazzy|kilted,
launch_pal,pal-robotics,,https://github.com/pal-robotics/launch_pal,359,3,6,4,,Apache-2.0,True,True,False,False,False,True,good first issue,16,355,2021-02-15T13:30:31Z,10,182,0,code,Organization,359,4,3,Python;Jinja,2,0,0,2,0,,,5.82,0.43,0.1,0.05,10.53,2.73,0.0,61,pal-robotics/launch_pal,humble|jazzy,
launch_param_builder,PickNikRobotics,Python library for loading parameters in launch files,https://github.com/PickNikRobotics/launch_param_builder,40,12,10,8,,BSD-3-Clause,True,True,False,False,False,True,good first issue,4,13,2022-01-20T23:38:17Z,20,749,0,code,Organization,40,2,12,Python,5,6,10,3,2,148.88,5.26,0.26,0.1,0.2,0.24,0.47,0.16,0.0,50,PickNikRobotics/launch_param_builder,humble|jazzy|kilted,
ld08_driver,ROBOTIS-GIT,ROS package for TurtleBot3 LD08 Lidar,https://github.com/ROBOTIS-GIT/ld08_driver,95,11,29,0,,Apache-2.0,True,True,False,False,False,False,,4,44,2022-02-04T08:08:07Z,16,1691,0,code,Organization,95,3,11,C++;CMake;Python,0,19,25,0,10,127.84,587.72,0.9,0.08,0.59,0.22,2.51,0.89,0.0,49,ROBOTIS-GIT/ld08_driver,humble|jazzy|kilted,
lgsvl_msgs,lgsvl,2D & 3D ground truth ROS Messages for SVL Simulator,https://github.com/lgsvl/lgsvl_msgs,29,9,22,0,apollo;autonomous;autoware;baidu;lgsvl;ros;ros-indigo;ros-kinetic;ros-melodic;ros-messages;ros2;simulator;vehicle,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,27,2018-12-18T23:13:55Z,1,20,0,docs,Organization,29,10,9,CMake,0,0,4,0,0,19.22,,0.31,0.08,0.25,0.1,1.3,0.0,0.0,87,lgsvl/lgsvl_msgs,humble|jazzy|kilted,
libaditof,analogdevicesinc,The ADI Time of Flight C++ library for CMOS 3D cameras,https://github.com/analogdevicesinc/libaditof,148936,4,8,3,,MIT,True,False,False,False,False,True,good first issue,31,2406,2021-01-15T15:25:58Z,300,95691,0,code,Organization,148936,3,4,C++;C;CMake;Shell;Python;PowerShell;Dockerfile,3,145,154,0,0,1.62,,114.57,1.76,0.38,0.19,2.92,0.0,0.0,21,analogdevicesinc/libaditof,humble|jazzy,
libcaer_driver,ros-event-camera,ROS driver for event based sensors using libcaer,https://github.com/ros-event-camera/libcaer_driver,196,8,5,2,,Apache-2.0,True,True,False,False,False,True,good first issue,3,53,2023-11-08T16:09:31Z,20,1251,0,code,Organization,196,2,8,C++;Python;CMake,0,7,8,2,5,0.3,22.87,1.89,0.11,0.18,0.29,11.28,0.89,0.0,28,ros-event-camera/libcaer_driver,humble|jazzy|kilted,
libcaer_vendor,ros-event-camera,wrapper package for libcaer,https://github.com/ros-event-camera/libcaer_vendor,10,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,2,2024-05-08T17:18:28Z,7,326,0,config,Organization,10,2,0,CMake,0,0,0,0,0,,,0.09,0.05,0.05,0.0,0.3,0.0,0.0,22,ros-event-camera/libcaer_vendor,humble|jazzy|kilted,
libcreate,AutonomyLab,C++ library for interfacing with the iRobot Create 1 and 2.,https://github.com/AutonomyLab/libcreate,164,49,83,8,hacktoberfest,BSD-3-Clause,True,False,False,False,False,True,good first issue,13,131,2015-12-11T22:08:34Z,14,1919,0,code,Organization,164,8,49,C++;CMake,0,42,49,8,15,42.51,689.51,1.07,0.11,0.67,0.4,3.05,0.0,0.0,123,AutonomyLab/libcreate,humble,
libfranka,frankaemika,C++ client library to control Franka robots in real-time ,https://github.com/frankarobotics/libfranka,20026,380,226,23,,Apache-2.0,True,False,False,False,False,True,good first issue,24,1749,2017-01-18T14:19:06Z,13,2795,0,code,Organization,20026,19,380,C++;Python;CMake;Shell;Dockerfile;C;Makefile,10,14,28,13,174,83.96,523.46,17.15,0.39,2.22,3.73,23.68,0.0,0.0,102,frankarobotics/libfranka,humble,
libnabo,ethz-asl,A fast K Nearest Neighbor library for low-dimensional spaces,https://github.com/norlab-ulaval/libnabo,1902,480,152,37,,BSD-3-Clause,True,False,False,True,False,False,,25,386,2010-09-20T08:01:32Z,2,357,0,code,Organization,1902,36,480,C++;Shell;CMake;C;Python,7,68,80,30,30,49.46,352.09,2.08,0.16,0.82,2.58,9.51,0.0,0.0,186,norlab-ulaval/libnabo,humble|jazzy|kilted,
libpointmatcher,norlab-ulaval,An Iterative Closest Point (ICP) library for 2D and 3D mapping in Robotics,https://github.com/norlab-ulaval/libpointmatcher,21981,1791,566,99,libnabo;libpointmatcher;lidar;point-clouds;robotics;ros;ubuntu,BSD-3-Clause,True,False,False,True,False,False,,63,1985,2011-01-18T11:08:04Z,26,82669,0,code,Organization,21981,78,1791,C++;Jupyter Notebook;Shell;CMake;Python,7,249,278,92,236,40.91,103.11,10.91,0.4,3.11,9.84,13.52,0.0,0.0,182,norlab-ulaval/libpointmatcher,humble|jazzy|kilted,
librealsense,IntelRealSense,RealSense SDK,https://github.com/realsenseai/librealsense,278889,8543,4970,457,camera-api;computer-vision;developer-kits;hardware;library;librealsense;sdk,Apache-2.0,True,True,True,True,False,False,,303,21139,2015-07-19T04:32:10Z,36,19691,0,code,Organization,278889,274,8543,C++;C;Python;C#;Java;CMake;Shell;MATLAB;Cuda;ShaderLab;PowerShell;Dockerfile,86,3722,4410,371,9727,21.78,45.58,170.48,3.33,40.08,68.9,15.87,5.15,3.31,124,realsenseai/librealsense,humble|jazzy|kilted,
libstatistics_collector,ros-tooling,ROS 2 library providing classes to collect measurements and calculate statistics across them.,https://github.com/ros-tooling/libstatistics_collector,295,38,23,4,,Apache-2.0,True,True,False,False,False,True,good first issue,22,176,2020-04-13T22:56:43Z,1,3,0,docs,Organization,295,11,38,C++;CMake,1,158,197,3,18,17.04,137.74,2.48,0.35,0.32,0.54,0.98,0.89,0.0,71,ros-tooling/libstatistics_collector,humble|jazzy|kilted,
libyaml_vendor,ros2,CMake wrapper downloading and building libyaml,https://github.com/ros2/libyaml_vendor,77,3,17,0,,Apache-2.0,True,True,False,False,False,True,good first issue,22,73,2018-05-10T23:55:59Z,1,2,0,docs,Organization,77,18,3,C++;CMake,0,45,52,0,15,56.28,304.72,0.78,0.24,0.18,0.03,0.57,0.89,0.0,94,ros2/libyaml_vendor,humble|jazzy|kilted,
lidar_situational_graphs,snt-arg,Repository to generate in real-time Situational Graphs (S-Graphs) for robot pose and map optimization using 3D LiDAR Data,https://github.com/snt-arg/lidar_situational_graphs,103801,305,34,0,,GPL-3.0,True,False,False,False,False,True,good first issue,19,1352,2018-01-01T07:39:02Z,44,4000,0,code,Organization,103801,9,305,C++;Python;CMake;Dockerfile;Shell,0,2,4,0,13,5.16,19.14,54.08,0.88,1.36,12.2,3.42,0.0,0.0,25,snt-arg/lidar_situational_graphs,humble,
LMS1xx,clearpathrobotics,Driver for SICK LMS1xx. Based on https://github.com/RCPRG-ros-pkg/RCPRG_laser_drivers,https://github.com/clearpathrobotics/LMS1xx,282,58,99,23,,,True,False,False,False,False,False,,16,111,2013-10-01T19:34:11Z,1,0,0,docs,Organization,282,49,58,C++;Python;C;CMake,10,20,28,13,22,12.81,157.67,0.75,0.14,0.67,0.39,0.15,0.0,0.0,148,clearpathrobotics/LMS1xx,humble|jazzy,
log_view,hatchbed,log_view provides a ncurses based terminal GUI for viewing and filtering published ROS log messages.,https://github.com/hatchbed/log_view,54,63,8,6,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,20,2020-11-12T05:38:45Z,8,204,0,code,Organization,54,4,63,C++;CMake,0,8,8,6,8,0.0,70.58,0.31,0.03,0.12,0.98,2.61,0.0,0.0,64,hatchbed/log_view,humble|jazzy|kilted,
lsc_ros2_driver,AutonicsLiDAR,ROS2 Driver for LSC Series,https://github.com/AutonicsLiDAR/lsc_ros2_driver,1529,3,3,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,12,2022-12-13T00:23:13Z,15,2157,0,code,Organization,1529,0,3,C++;Python;CMake,1,0,0,1,0,,,0.31,0.03,0.08,0.08,2.95,0.0,0.0,39,AutonicsLiDAR/lsc_ros2_driver,humble,
lvr2,uos,Las Vegas Reconstruction 2.0,https://github.com/uos/lvr2,182532,151,21,4,large-scale;point-cloud;reconstruction;surfaces;triangle-mesh,BSD-3-Clause,True,False,False,False,False,True,good first issue,58,8501,2008-05-27T10:50:06Z,300,571700,0,code,Organization,182532,14,151,C++;CMake;Cuda;C;Shell;Python;Makefile;Nix,0,37,41,4,10,10.4,608.5,101.2,1.38,0.25,1.8,17.99,0.0,0.0,84,uos/lvr2,humble|jazzy,
magic_enum,Neargye,"Static reflection for enums (to string, from string, iteration) for modern C++, work with any enum type without any macro or boilerplate code",https://github.com/Neargye/magic_enum,789,5960,537,21,c-plus-plus;c-plus-plus-17;cplusplus;cplusplus-17;cpp;cpp17;enum;enum-to-string;header-only;metaprogramming;no-dependencies;reflection;serialization;single-file;string-to-enum,MIT,True,False,False,False,False,True,good first issue,74,611,2019-03-30T21:24:36Z,13,15671,0,code,User,789,68,5960,C++;CMake;Dockerfile;Meson;Starlark;Shell,1,164,199,20,226,19.06,52.86,7.27,0.92,6.39,70.95,11.43,0.0,0.0,84,Neargye/magic_enum,humble|jazzy|kilted,
navigation_msgs,ros-planning,Message packages required by the navigation stack,https://github.com/ros-planning/navigation_msgs,54,45,51,4,,,True,False,False,False,False,False,,16,60,2012-10-04T23:26:19Z,5,33,0,config,Organization,54,19,45,CMake,0,15,19,4,10,15.94,326.34,0.45,0.14,0.39,0.34,0.24,0.0,0.0,132,ros-planning/navigation_msgs,humble|jazzy|kilted,
marker_msgs,tuw-robotics,ROS message to discribe detected marker and the sensor,https://github.com/tuw-robotics/marker_msgs,25,2,8,0,,BSD-2-Clause,True,False,False,False,False,False,,2,36,2016-06-10T20:55:12Z,1,23,0,other,Organization,25,6,2,CMake,0,0,0,0,2,,603.14,0.31,0.03,0.07,0.02,0.15,0.0,0.0,117,tuw-robotics/marker_msgs,humble|jazzy|kilted,
marvelmind_ros2_upstream,MarvelmindRobotics,Marvelmind ROS2 package upstream repository,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,45,0,3,0,,BSD-2-Clause,True,False,False,False,False,True,good first issue,2,10,2022-07-10T18:32:25Z,1,9,0,docs,Organization,45,0,0,C;C++;Python;CMake;Shell;Batchfile,0,0,0,0,0,,,0.23,0.05,0.07,0.0,0.31,0.0,0.0,44,MarvelmindRobotics/marvelmind_ros2_upstream,humble,
mavlink-gbp-release,ros2-gbp,,https://github.com/ros2-gbp/mavlink-gbp-release,11383,1,5,0,,,True,False,False,False,False,True,good first issue,12,1294,2014-06-16T22:22:01Z,1,4,0,docs,Organization,11383,2,1,CMake;C,0,0,0,0,0,,,26.41,0.24,0.1,0.02,263.81,0.0,0.0,49,ros2-gbp/mavlink-gbp-release,humble,
menge_vendor,open-rmf,Modified menge lib for colcon build,https://github.com/open-rmf/menge_vendor,1339,3,5,1,,Apache-2.0,True,False,False,False,False,True,good first issue,5,17,2020-06-18T14:05:01Z,300,150184,0,code,Organization,1339,15,3,C++;C;Objective-C;CMake,0,12,14,1,0,1.03,,0.25,0.09,0.07,0.04,1.53,0.0,0.0,69,open-rmf/menge_vendor,humble|jazzy|kilted,
message_filters,ros2,,https://github.com/ros2/message_filters,732,108,88,24,,BSD-3-Clause,True,True,False,False,False,True,good first issue,65,464,2010-10-26T21:28:34Z,36,6998,0,code,Organization,732,21,108,C++;Python;CMake,4,169,181,20,48,52.17,188.77,5.04,0.82,0.96,1.17,0.26,0.16,0.0,92,ros2/message_filters,humble|jazzy|kilted,
message_tf_frame_transformer,ika-rwth-aachen,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,65,19,6,1,ros;ros2,MIT,True,False,False,False,False,True,good first issue,3,70,2023-03-16T12:00:01Z,7,407,0,config,Organization,65,2,19,C++;CMake,1,4,4,0,2,14.03,38.7,1.94,0.08,0.17,0.53,8.3,0.0,0.0,36,ika-rwth-aachen/message_tf_frame_transformer,humble|jazzy|kilted,
metavision_driver,ros-event-camera,driver for event based cameras using the MetaVision SDK (Prophesee and CenturyArk),https://github.com/ros-event-camera/metavision_driver,2316,60,17,2,,Apache-2.0,True,True,False,False,False,True,good first issue,5,203,2021-07-27T23:25:48Z,14,760,0,code,Organization,2316,4,60,C++;Python;CMake,0,45,45,2,26,1.74,26.29,3.62,0.09,0.3,1.07,17.93,0.89,0.0,56,ros-event-camera/metavision_driver,humble|jazzy|kilted,
micro_ros_msgs,micro-ROS,"Collection of ROS 2 message definitions used throughout the implementation of micro-ROS, both in the agent and client endpoints.",https://github.com/micro-ROS/micro_ros_msgs,42,13,23,2,,Apache-2.0,True,True,False,False,True,True,good first issue,5,17,2020-12-01T06:50:47Z,3,214,0,config,Organization,42,3,13,CMake,1,15,16,1,1,3.67,279.24,0.27,0.1,0.37,0.21,0.88,4.63,0.0,63,micro-ROS/micro_ros_msgs,humble|jazzy|kilted,
mimick_vendor,ros2,,https://github.com/ros2/mimick_vendor,53,2,18,2,,Apache-2.0,True,True,False,False,False,True,good first issue,15,73,2020-07-03T19:54:52Z,6,361,0,docs,Organization,53,16,2,CMake,2,31,35,0,5,53.27,248.74,1.07,0.22,0.26,0.03,0.08,0.89,0.0,68,ros2/mimick_vendor,humble|jazzy|kilted,
mir_robot,DFKI-NI,ROS support for the MiR Robots. This is a community project to use the MiR Robots with ROS. It is not affiliated with Mobile Industrial Robots.,https://github.com/DFKI-NI/mir_robot,3261,264,173,11,,BSD-3-Clause,True,False,False,False,False,True,good first issue,8,310,2017-02-02T14:10:09Z,7,411,0,code,Organization,3261,16,264,Python;C++;MATLAB;CMake,3,21,32,8,102,31.86,79.02,3.33,0.1,1.86,2.84,21.0,0.0,0.0,93,DFKI-NI/mir_robot,humble|jazzy|kilted,
mocap4r2_msgs,MOCAP4ROS2-Project,,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs,38,6,16,0,,Apache-2.0,True,False,False,False,False,True,good first issue,4,54,2020-06-15T09:29:11Z,7,84,0,config,Organization,38,1,6,CMake,0,9,11,0,3,27.16,216.39,0.78,0.06,0.23,0.09,0.98,0.0,0.0,69,MOCAP4ROS2-Project/mocap4r2_msgs,humble|jazzy|kilted,
mocap_optitrack,ros-drivers,ROS nodes for working with the NaturalPoint Optitrack motion capture setup,https://github.com/ros-drivers/mocap_optitrack,193,111,149,14,,,False,False,False,False,False,True,good first issue,11,82,2011-04-11T12:05:13Z,13,999,0,code,Organization,193,15,111,C++;Python;CMake,5,26,36,9,40,90.8,641.76,0.52,0.11,0.95,0.71,0.0,0.0,0.0,157,ros-drivers/mocap_optitrack,humble|jazzy,
mod,OrebroUniversity,Maps of Dynamics repository,https://github.com/OrebroUniversity/mod,79,0,0,0,,LGPL-3.0,False,False,False,False,False,True,good first issue,1,53,2022-03-18T18:17:22Z,10,1176,0,code,Organization,79,8,0,C++;CMake,0,0,0,0,1,,1.99,1.39,0.05,0.0,0.0,0.0,0.0,0.0,38,OrebroUniversity/mod,humble,
mola_common,MOLAorg,Common CMake scripts to all MOLA modules,https://github.com/MOLAorg/mola_common,122,0,4,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,94,2018-11-05T23:31:54Z,1,46,0,config,Organization,122,1,0,CMake,0,0,0,0,0,,,1.16,0.01,0.05,0.0,2.49,0.0,0.0,81,MOLAorg/mola_common,humble|jazzy|kilted,
mola_gnss_to_markers,MOLAorg,"Takes GNSS (GPS) readings, a MOLA georeferenced map, and publishes markers to visualize the datums as ellipsoids on the map",https://github.com/MOLAorg/mola_gnss_to_markers,63,3,3,0,gnns;gps;mobile-robotics;robotics;ros;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,24,2024-09-15T08:35:10Z,7,126,0,code,Organization,63,2,3,Python;C++;CMake;Shell,0,4,5,0,0,0.02,,1.33,0.17,0.17,0.17,3.16,0.0,0.0,18,MOLAorg/mola_gnss_to_markers,humble|jazzy|kilted,
mola_imu_preintegration,MOLAorg,Helper C++ classes to quickly preintegrate IMU measurements between SLAM keyframes,https://github.com/MOLAorg/mola_imu_preintegration,200,16,2,0,,GPL-3.0,True,False,False,False,False,True,good first issue,1,125,2023-12-15T10:30:18Z,16,1491,0,code,Organization,200,3,16,C++;Python;CMake;Shell,0,1,1,0,0,0.02,,2.31,0.02,0.04,0.3,5.02,0.0,0.0,54,MOLAorg/mola_imu_preintegration,humble|jazzy|kilted,
mola_lidar_odometry,MOLAorg,MOLA LiDAR odometry and localization,https://github.com/MOLAorg/mola_lidar_odometry,2480,100,17,4,cpp;lidar;lidar-point-cloud;localization;mapping;mobile-robotics;robotics;ros;ros2;slam,GPL-3.0,True,False,False,False,False,True,good first issue,2,661,2021-02-21T05:38:36Z,2,675,0,docs,Organization,2480,3,100,C++;Python;C;Shell;CMake,1,12,13,3,32,5.4,26.57,10.84,0.03,0.28,1.64,5.84,0.0,0.0,61,MOLAorg/mola_lidar_odometry,humble|jazzy|kilted,
mola_sm_loop_closure,MOLAorg,Offline tool for loop-closure on simple-maps,https://github.com/MOLAorg/mola_sm_loop_closure,395,2,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,1,118,2024-02-12T13:12:03Z,2,676,0,docs,Organization,395,1,2,C++;CMake;Shell,0,4,4,0,0,4.11,,4.72,0.04,0.04,0.08,4.54,0.0,0.0,25,MOLAorg/mola_sm_loop_closure,humble,
mola_test_datasets,MOLAorg,Small SLAM dataset extracts used for demos or unit tests from the main MOLA repository,https://github.com/MOLAorg/mola_test_datasets,177355,0,3,0,datasets;point-cloud;robotics;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,41,2019-06-24T14:41:06Z,1,2,0,docs,Organization,177355,1,0,HTML;CMake;Shell,0,1,1,0,1,270.9,0.49,0.51,0.02,0.04,0.0,2.75,0.0,0.0,81,MOLAorg/mola_test_datasets,humble|jazzy|kilted,
moveit_msgs,ros-planning,ROS messages used by MoveIt,https://github.com/moveit/moveit_msgs,294,57,143,18,,BSD-3-Clause,True,True,False,False,False,True,good first issue,31,279,2012-04-17T09:04:43Z,51,753,0,config,Organization,294,24,57,CMake,10,111,143,8,29,37.97,183.07,1.72,0.27,0.88,0.35,0.54,0.16,0.0,162,moveit/moveit_msgs,humble|jazzy|kilted,
moveit_visual_tools,ros-planning,Helper functions for displaying and debugging MoveIt! data in Rviz via published markers,https://github.com/moveit/moveit_visual_tools,2287,169,113,14,,BSD-3-Clause,True,True,False,False,False,False,,25,394,2014-04-04T00:07:56Z,1,4,0,docs,Organization,2287,21,169,C++;Python;CMake,6,83,102,8,37,32.59,164.78,2.76,0.2,0.79,1.18,5.79,0.16,0.0,143,moveit/moveit_visual_tools,humble|jazzy|kilted,
mp2p_icp,MOLAorg,Multi primitive-to-primitive (MP2P) ICP algorithms in C++,https://github.com/MOLAorg/mp2p_icp,3514,188,28,0,icp;point-clouds;registration;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,1008,2018-12-16T23:43:52Z,1,2,0,docs,Organization,3514,14,188,C++;CMake;C;MATLAB;Python;Shell,0,43,43,0,0,1.59,,12.44,0.04,0.35,2.32,11.35,0.0,0.0,81,MOLAorg/mp2p_icp,humble|jazzy|kilted,
mrpt_msgs,mrpt-ros-pkg,ROS messages for MRPT classes and objects,https://github.com/mrpt-ros-pkg/mrpt_msgs,128,6,3,0,mobile-robotics;mrpt;robotics;ros;ros2,BSD-3-Clause,True,True,False,False,False,True,good first issue,9,147,2010-12-23T17:48:52Z,7,500,0,config,Organization,128,2,6,CMake;Shell,0,1,1,0,0,0.0,,1.55,0.11,0.03,0.06,2.84,0.36,0.0,95,mrpt-ros-pkg/mrpt_msgs,humble|jazzy|kilted,
mrpt_path_planning,MRPT,Non-holonomic path planning algorithms for 2D robots/vehicles based on mrpt-nav,https://github.com/MRPT/mrpt_path_planning,1119,17,4,5,mrpt;navigation;path-planning;robotics;selfdriving;simulation,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,300,2019-05-04T15:57:06Z,3,685,0,config,Organization,1119,3,17,C++;CMake;MATLAB;C,0,3,3,5,5,1.38,26.08,3.66,0.02,0.05,0.21,5.75,0.0,0.0,82,MRPT/mrpt_path_planning,humble|jazzy|kilted,
mrt_cmake_modules,KIT-MRT,Automated catkin project handling framework,https://github.com/KIT-MRT/mrt_cmake_modules,1775,43,27,7,,BSD-3-Clause,True,False,False,False,False,False,,18,1090,2015-07-13T05:31:50Z,20,629,0,config,Organization,1775,4,43,CMake;Python,1,2,16,6,16,19.82,17.39,9.48,0.37,0.23,0.37,12.59,0.0,0.0,115,KIT-MRT/mrt_cmake_modules,humble|jazzy|kilted,
mujoco_vendor,pal-robotics,ROS 2 vendor package for MuJoCo simulator,https://github.com/pal-robotics/mujoco_vendor,26,11,1,3,,Apache-2.0,True,False,False,False,False,True,good first issue,2,36,2024-07-30T07:41:26Z,1,92,0,docs,Organization,26,3,11,CMake,2,0,0,1,1,,26.46,7.2,0.4,0.2,2.2,1.79,0.0,0.0,5,pal-robotics/mujoco_vendor,humble|jazzy|kilted,
multiple_topic_monitor,yukkysaito,,https://github.com/yukkysaito/multiple_topic_monitor,30,7,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,14,2024-04-20T17:16:08Z,11,274,0,code,User,30,1,7,Python,0,1,1,1,0,0.0,,0.61,0.04,0.0,0.3,4.91,0.0,0.0,23,yukkysaito/multiple_topic_monitor,humble,
mvsim,MRPT,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2,https://github.com/MRPT/mvsim,11194,367,54,3,gazebo;mrpt;robotics;robots;ros;ros-node;ros2;sensors;simulation;vehicle-dynamics,BSD-3-Clause,True,False,False,False,False,False,,9,1374,2014-08-10T00:24:05Z,2,56,0,config,Organization,11194,9,367,C++;Python;CMake;Shell;C,1,55,62,2,30,3.14,174.35,9.88,0.06,0.39,2.64,7.89,0.0,0.0,139,MRPT/mvsim,humble|jazzy|kilted,
myactuator_rmd,2b-t,"C++ and Python SDK for controlling actuators of the MyActuator RMD-X series over CAN, written in C++ with Python bindings",https://github.com/2b-t/myactuator_rmd,300,50,32,5,actuator;can;canbus;cpp;driver;linux;mit-cheetah;myactuator;pybind11;python;python-bindings;python3;rmd;rmd-x8;robotics;ros;ros2;sdk;socketcan;x8,MIT,True,False,False,False,False,True,good first issue,2,141,2023-05-20T20:55:31Z,2,31,0,docs,User,300,3,50,C++;CMake;Python,1,1,2,4,19,0.0,11.47,4.15,0.06,0.94,1.47,7.13,0.0,0.0,34,2b-t/myactuator_rmd,humble,
namoros,Chroma-CITI,A ROS2 Package for Multi-Robot Navigation Among Movable Obstacles,https://github.com/Chroma-CITI/namoros,20196,6,0,0,,MIT,True,False,False,False,False,True,good first issue,2,82,2025-05-06T13:57:35Z,1,0,0,docs,Organization,20196,1,6,Python;C++;Shell;TeX;CMake;Dockerfile,0,2,2,0,0,0.08,,13.67,0.67,0.0,1.0,8.38,0.0,0.0,6,Chroma-CITI/namoros,humble,
namosim,Chroma-CITI,A mobile-robot navigation planner for navigating among movable obstacles,https://github.com/Chroma-CITI/namosim,37846,13,2,0,,MIT,True,False,False,False,False,True,good first issue,2,1342,2019-04-18T13:59:23Z,1,3,0,docs,Organization,37846,1,13,Python;Shell;TeX;Dockerfile,0,11,11,0,9,0.02,6.82,167.75,1.0,0.25,1.62,4.09,0.0,0.0,8,Chroma-CITI/namosim,humble,
nanoeigenpy,Simple-Robotics,"A support library for bindings between Eigen in C++ and Python, based on nanobind",https://github.com/Simple-Robotics/nanoeigenpy,806,19,7,11,,BSD-3-Clause,True,False,False,False,False,False,,7,332,2024-12-19T10:28:08Z,2,4,0,other,Organization,806,6,19,C++;Python;CMake;Nix;Shell;Batchfile,1,34,34,10,2,4.45,11.57,22.13,0.47,0.47,1.27,5.66,0.0,0.0,15,Simple-Robotics/nanoeigenpy,humble|jazzy|kilted,
nao_button_sim,ijnek,,https://github.com/ijnek/nao_button_sim,43,1,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,43,2022-02-04T06:09:47Z,6,312,0,config,User,43,1,1,Python,0,6,6,1,0,19.63,,0.88,0.04,0.02,0.02,2.61,0.62,0.0,49,ijnek/nao_button_sim,humble|jazzy|kilted,
nao_meshes2,ros-naoqi,NAO robot meshes,https://github.com/ros-naoqi/nao_meshes2,24,2,1,2,,Other,True,False,False,False,False,True,good first issue,3,18,2022-09-15T01:11:14Z,1,2,0,docs,Organization,24,7,2,Shell;CMake,0,2,2,2,0,74.76,,0.43,0.07,0.02,0.05,2.11,0.0,0.0,42,ros-naoqi/nao_meshes2,humble,
naoqi_bridge_msgs2,ros-naoqi,"Commonly used message and services inside ros-naoqi, for ROS2",https://github.com/ros-naoqi/naoqi_bridge_msgs2,22,2,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,2,16,2022-09-09T02:04:46Z,1,2,0,docs,Organization,22,7,2,CMake,0,2,2,1,0,0.0,,0.38,0.05,0.07,0.05,2.12,0.0,0.0,42,ros-naoqi/naoqi_bridge_msgs2,humble,
